Name,v_r(km/s),v_r_std(km/s),v_phi(rad/s),v_phi_std(rad/s),v_x(km/s),v_x_std(km/s),v_y(km/s),v_y_std(km/s),v_z(km/s),v_z_std(km/s),j_r(kpc km s^-1),j_r_std(kpc km s^-1),j_phi(kpc s^(-1)),j_phi_std(kpc km s^(-1)),j_x(kpc km s^(-1)),j_x_std(kpc km s^(-1)),j_y(kpc km s^(-1)),j_y_std(kpc km s^(-1)),j_z(kpc km s^(-1)),j_z_std(kpc km s^(-1)),energy_mean(km^2 s^(-2)),energy_std(km^2 s^(-2)),rperi_mean(kpc),rperi_std(kpc),rapo_mean(kpc),rapo_std(kpc),zmax_mean(kpc),zmax_std(kpc),ecc_mean,ecc_std
52972-1213-507,-119.312427,0.909344564,23.94228146,1.081731519,119.3024586,1.348475155,110.7863308,0.012291907,-161.5116295,0.967332053,476.5658209,6.05218044,224.6569168,10.20461049,-476.5260043,3.478841531,-6.160251342,0.079539314,865.5944393,9.381049124,-154174.673,223.8267822,2.380527496,0.085877161,12.70663832,0.08205789,12.19426826,0.06477331,0.68445051,0.010717738
BD+04_2466,-56.23224061,0.216596837,95.65950265,0.667923325,56.08240926,0.656420802,-55.52228054,0.015905417,-144.2404257,0.94415434,183.729123,1.784018762,791.0389162,5.525585162,-183.239575,1.883891958,-13.40331157,0.130282443,420.8481911,6.905394909,-164878.2509,113.5342186,3.350035491,0.05550247,9.585403099,0.080650494,6.473101039,0.040658244,0.482023251,0.009241807
BS17436-058,111.2173587,0.20307604,8.869794622,1.85760382,-108.8750868,0.623882116,58.60366714,0.042564625,97.77267253,1.169654218,869.6804629,8.270352707,76.12884386,15.94404317,-851.3647233,3.981404838,177.5449505,1.690072533,238.2774852,2.944834329,-159067.635,120.3688563,0.299937972,0.069624936,12.34838537,0.028562121,8.956439753,0.240644769,0.952632817,0.010732145
CD-27_14351,-92.54430945,0.956900908,-58.45224682,0.859365038,92.2162649,1.378498534,87.4670472,0.080638839,-52.15768542,0.570028281,329.0174794,3.117652994,-351.9726576,5.177514329,-327.8512014,2.48820848,27.67835283,0.262814295,73.25406177,0.895711328,-189992.8806,116.9213778,0.922711466,0.023288909,6.888132343,0.047544336,2.910524802,0.023261319,0.763727639,0.006191092
CD-62_1346,-38.40441498,0.734417106,119.9611382,0.461588009,38.38575827,1.211365945,-21.06636578,0.022897964,38.10893107,0.652348575,207.5014891,0.868027775,916.6241428,3.521054615,-207.4006857,1.31695453,-6.467111253,0.027267445,18.55629089,0.520777665,-177984.7829,62.93283159,2.70416672,0.012032677,7.826321926,0.00539323,0.856902021,0.013500618,0.486414194,0.001486879
CS22879-029,193.5207982,0.77036973,6.249589068,0.342843441,-193.5155144,1.241231375,-6.500348115,0.005739491,-17.34035332,0.599091896,872.6801474,3.072876043,45.18778344,2.477959386,-872.6563202,2.478995057,6.448764919,0.022945469,12.59478919,0.026925825,-170228.3895,140.1459922,0.117247905,0.027294381,10.417801,0.032020463,4.912049155,0.080202917,0.977752404,0.005115323
CS22880-074,-118.0674149,0.815655269,-43.12740014,0.421484854,117.9648959,1.276118653,-89.08225762,0.034078188,-149.3343818,0.572065815,323.3789743,2.138663604,-321.7695656,3.146968324,-323.0981814,2.066374224,13.4731645,0.089376325,539.8176095,4.691434344,-168764.1777,190.0497727,1.907993381,0.059021787,9.171609192,0.029236328,8.042028365,0.035313749,0.655635069,0.008203864
CS22881-036,11.40632939,0.601827515,69.79003798,0.234722135,-11.4063293,1.097112124,7.127781086,7.38E-05,-71.82780011,0.760253258,335.8361827,1.388904952,537.6718091,1.797571934,-335.8361802,1.666676292,0.041168252,0.000171642,75.87823232,1.860863094,-180908.0112,48.76736681,1.478553867,0.008364457,7.970252547,0.009915025,2.946508842,0.012062375,0.687039319,0.001691198
CS22887-048,-255.0247721,0.44868226,59.76506417,0.496540311,254.6990815,0.946083524,19.0590234,0.023407484,24.98791233,0.847787634,1085.604174,3.496649964,469.6838122,3.901682348,-1084.217756,2.641107858,54.84779321,0.178397942,13.46979876,0.066816658,-150030.435,101.6929292,0.952498705,0.012456021,15.153757,0.031144903,0.980027748,0.026211966,0.881723428,0.001505339
CS22891-171,82.41483581,1.10085604,-21.30470848,1.776558003,-75.43501111,1.358198486,-52.23350023,0.444134054,-55.01559053,1.30121888,313.1497815,4.116471349,-91.66621785,7.646590888,-286.6286999,2.62666422,-126.1220138,1.660859241,140.896444,0.750192032,-198645.2166,55.0013119,0.40061319,0.072678926,5.973192906,0.056717017,2.75643162,0.147121888,0.874361815,0.022522894
CS22898-027,-42.70754535,0.712395728,-20.89245949,0.405113452,42.68884779,1.193123702,38.03585097,0.021086266,3.239929348,0.600632411,587.2948078,1.281919352,-161.375449,3.129259387,-587.0376873,1.600498152,17.3765597,0.038790131,3.971088818,0.015353304,-185065.6839,35.64382247,0.363372806,0.012802347,7.883108163,0.008594598,3.754006088,0.085786156,0.911876572,0.002965361
CS22942-019,59.41304184,0.759156447,-197.7724282,0.154037041,-59.41284417,1.232194299,-8.755717228,0.001959542,245.9980054,1.008004265,323.6425382,6.683258903,-1618.506787,1.259650557,-323.6414615,3.6560127,0.834852455,0.017244051,1010.345946,6.402030125,-128846.7635,252.8365282,8.350089417,0.002755849,18.98141365,0.133829131,14.68617544,0.126470603,0.388962301,0.002991297
CS22945-024,141.5923612,0.771985751,-4.461190372,0.627512807,-139.6639662,1.225645133,137.1485112,0.127519216,-111.4748919,1.010072214,718.4342511,0.972341313,-31.52175475,4.433866552,-708.6496483,1.375562386,-118.1670239,0.170711548,172.7209176,3.025543444,-170475.1334,176.2903322,0.119016054,0.041195187,10.09247962,0.187047013,5.06558177,0.164166597,0.976659352,0.008129415
CS22947-187,450.6339016,0.889639783,32.87448316,1.893704905,-434.7910153,1.287479874,447.7983934,0.267008911,-195.2224728,1.046866537,4187.378109,27.00959469,105.4004455,6.072483859,-4040.16292,7.098884751,-1100.553256,7.19920989,290.1807331,3.762580608,-91835.5118,291.5584411,0.438389191,0.159114566,51.90943653,0.350033748,47.79806995,3.178270773,0.983265995,0.006027514
CS22949-008a,64.78468075,0.385900615,-105.4786528,0.527791609,-64.67023187,0.876970192,62.99951968,0.023003289,88.00038513,0.817272799,221.8904886,0.37727276,-845.0450495,4.228774343,-221.498496,0.867111327,13.18351876,0.023301613,150.8260096,3.14744313,-172050.2212,42.47805097,2.788680427,0.012108855,8.505268202,0.006368346,3.419777515,0.045755709,0.506165248,0.001682809
CS22956-028,186.5208326,0.614422862,18.93455257,0.450265959,-186.4229733,1.107951546,15.83456392,0.020097442,-47.16967812,0.720523201,856.6903016,3.95609669,145.8797827,3.467800856,-856.2408336,2.811386379,-27.74720776,0.128780388,20.43326993,0.64035673,-167498.5668,79.32344105,0.313313659,0.023411661,10.93767783,0.027541716,4.83526248,0.059687638,0.944307245,0.004119285
CS22964-161a,-117.7288171,0.830350276,126.4778803,0.486232045,117.7259645,1.288650487,-85.60755715,0.005795143,88.34110113,0.511570564,253.2841583,2.079491443,854.1030204,3.26436,-253.2780213,2.039309037,1.763166218,0.01450333,82.63073391,1.084259731,-173512.7947,119.5903835,2.640876572,0.015089069,8.598902559,0.017124282,2.413420818,0.011277329,0.530086953,0.001662177
CS29495-42,197.7256435,1.533014696,-186.6925064,0.937642357,-193.691376,1.71529116,192.4166107,0.309347454,-34.68759806,1.014522002,397.3768944,8.616161695,-984.7369709,4.963941116,-389.2690705,4.066501483,79.86227932,1.732522631,320.8797055,1.63863885,-153638.7554,467.5540834,3.52255501,0.009258396,12.5491986,0.138317098,6.990325642,0.076894149,0.561617802,0.003327072
CS29497-034,37.84136887,1.490054006,341.2339953,0.428087872,-37.83654589,1.726078914,35.26420158,0.023790703,29.97117651,0.973463598,685.797873,4.767408751,2738.678,3.42597244,-685.7104664,3.087456428,10.94891872,0.076282226,368.3640891,1.26619444,-115760.3091,125.7105674,8.760981913,0.013803066,26.64632221,0.100301725,12.63555472,0.021881672,0.505126836,0.00186923
CS29509-027,197.6843989,0.338135599,135.0051889,0.185255864,-197.6812222,0.822343884,16.44713017,0.001979702,-38.53935821,0.929448987,592.7936077,1.805853249,1091.92302,1.496576669,-592.7840817,1.900418486,-3.36062408,0.010344473,21.45460306,0.420964797,-153546.7478,77.46012068,2.705183039,0.007178377,13.30819658,0.021523825,1.522369137,0.020511244,0.662134442,0.000839416
CS29512-073,-287.6902994,0.615001853,-3.128118759,0.510566045,286.7384589,1.10538633,3.876191409,0.051245095,83.16653603,0.799139594,1569.313572,5.691571861,-23.83484955,3.890331758,-1564.121405,3.362732512,127.551225,0.466681765,52.53539276,1.11939991,-140604.7368,152.4162864,0.669854624,0.022837014,18.32561056,0.057601997,4.533559742,0.031435084,0.929474823,0.002287068
CS29513-014,254.8196048,1.629521167,-74.15128629,0.835251523,-254.8163463,1.805258703,241.5726707,0.008273895,-147.9202314,1.111135174,1348.98259,18.26271038,-470.4466352,5.31221256,-1348.96534,6.043549175,-6.822033319,0.092440593,229.3279318,0.500056777,-136092.5313,561.8311872,1.174309489,0.039550386,19.79080029,0.238683346,12.9171463,0.185896656,0.887969319,0.003705584
CS29526-110,-87.90360532,0.525606,100.6147262,0.395565076,87.86738193,1.024863802,-7.354313429,0.015133643,-154.3658744,0.849097685,144.2743313,3.088919118,852.3494116,3.361833869,-144.2148786,2.484501509,-4.141431883,0.088689329,558.1263797,5.54228513,-160092.6071,136.0403323,4.378579302,0.050492635,9.868622971,0.008918523,7.412137017,0.022065609,0.38535897,0.004933483
CS29528-028,-76.79290988,0.681887451,35.20548645,0.193076958,76.75245801,1.167192572,46.34966081,0.022150405,-34.00596515,0.908519111,595.8870213,2.252530764,308.5514277,1.698061097,-595.5731284,2.121394968,-19.33884152,0.073476538,85.52983783,1.822380548,-173131.2023,56.47400924,0.699609489,0.028051946,9.696109371,0.060008763,4.029940801,0.046305163,0.865393915,0.00562209
CS30338-089,-1.712189893,1.692904696,-91.64333701,0.677889874,1.618190027,1.739037104,-0.876109567,0.553211358,11.02962537,0.748833271,312.2570527,2.493978775,-777.9331493,5.750296884,-295.1140237,2.110805524,102.0400816,0.815961794,106.5136934,0.329386078,-171702.7518,54.58038991,2.240556757,0.023021823,8.983371267,0.004695661,2.912017779,0.009920725,0.600759428,0.003411597
CS31062-050,168.4295407,0.441171663,27.00701897,0.326440989,-168.2939197,0.938574969,160.7326265,0.017973654,-61.61078972,0.951141933,830.5606395,2.239939069,221.7228672,2.680749836,-829.8918644,2.114868069,33.32370145,0.091178715,51.34820694,1.23629995,-165029.7558,88.47716163,0.811144648,0.008011866,11.23356009,0.019557161,3.837637951,0.027101422,0.865311009,0.001309988
HD187216,-9.046795609,0.883559487,-130.0907741,0.773817756,8.894079889,1.306890334,-8.681045863,0.161662259,-17.64210133,0.60384041,209.0544855,2.718639903,-1191.731875,7.077742196,-205.5255115,2.292437245,38.24972889,0.497673737,21.07860824,0.280025061,-167659.182,87.05009895,3.579836047,0.030061342,9.226988811,0.003425542,1.067700197,0.009686929,0.440956403,0.003438097
HD187861,41.91697814,0.703537942,-20.2768364,0.493013572,-41.88254464,1.185227867,-41.48604077,0.028525032,86.38376021,0.547774363,497.6597257,2.290388157,-153.6599819,3.737059387,-497.2509137,2.138516698,-20.16757946,0.093433625,118.481112,2.014433888,-182370.4571,82.92635605,0.51322962,0.019457755,7.709762521,0.006889579,3.771072688,0.046958955,0.875185239,0.004355667
HD198269,66.44473921,0.471756294,4.012908825,0.827281306,-66.19842625,0.967744977,-50.8419847,0.040668445,-137.0590165,0.289741419,483.0551059,2.290180445,31.3484585,6.462729412,-481.2644038,2.132244701,41.55488674,0.197943202,432.9794787,3.636968332,-174164.0144,28.41239513,0.460417231,0.074080692,8.50465435,0.021817437,8.345558996,0.046857898,0.897394701,0.015787901
HD201626,23.87919427,0.299992338,-119.4762542,1.037894724,-23.87157511,0.77433963,-2.282544738,0.007583401,92.58553631,0.274403233,163.7188764,2.632975191,-963.498241,8.369724356,-163.6666384,2.294033673,4.135451424,0.066538373,117.8844935,1.170240808,-172456.0212,91.94125765,3.232099636,0.033712792,8.208810205,0.000796228,2.777268167,0.023800108,0.435004939,0.004244835
HD209621,222.3217438,0.541302228,203.1650418,0.887548332,-219.9399464,1.029338208,191.5600021,0.080445235,-55.01762173,0.443673652,735.544981,4.872884935,1619.970953,7.075431086,-727.664874,3.088385345,107.3789907,0.713114711,25.39704856,0.394327085,-137245.0627,217.4270302,4.047118163,0.019621721,18.15132368,0.083302181,2.378556581,0.008111177,0.635367637,0.001333996
HE0002-1037,56.96427987,1.603207945,-70.95884774,0.375853039,-56.08556879,1.763025071,-54.85448535,0.280543205,-20.33505243,0.93276765,411.2794076,1.275327066,-581.5183282,3.078631944,-404.9351551,1.572451143,71.96019837,0.225435378,165.4123903,0.25104036,-170049.4107,109.6454481,1.671635728,0.044691184,9.474172935,0.019074149,4.127780867,0.01387209,0.70006873,0.006582567
HE0012-1441,75.51988262,2.295611941,-58.05040301,0.827539562,-75.29715043,2.136395011,-75.33986066,0.176931335,-54.70640364,0.891920246,481.1450145,3.48216154,-471.4435556,6.717753445,-479.7259645,2.631229356,36.92577726,0.286727175,99.78952132,1.465866915,-173383.7017,213.6414149,1.361870462,0.018909386,9.329517584,0.034828981,3.066358767,0.034852509,0.745246939,0.002748617
HE0017-4346,117.2717222,1.200502898,-160.091962,0.435672353,-117.1872283,1.548401602,-15.11675217,0.047624166,-70.63081352,1.110673874,241.3065733,3.187053187,-1240.947822,3.456196288,-241.1327127,2.522880477,-9.158402654,0.124275414,81.92322751,1.553802613,-161416.6718,211.4517969,3.949278326,0.009985194,10.34782187,0.052655514,2.649151549,0.036806992,0.447534445,0.002316828
HE0024-2523,-331.4423392,0.49668931,24.12240468,0.19411949,331.4170006,0.996607616,280.7352388,0.006440749,187.7819357,1.100494944,2428.690911,13.68531782,194.0735067,1.561246438,-2428.505239,5.231295335,30.0307824,0.169815247,660.3311225,10.98529179,-109528.6652,265.6507355,0.801097028,0.199514631,34.86230694,0.173966057,32.63540604,0.278719144,0.955143554,0.01082585
HE0058-0244,-37.4104148,0.486045811,-18.29127119,0.289849657,37.38189725,0.985195493,-19.81749952,0.018984383,-7.683865586,0.812738593,644.8876576,1.622416409,-153.4563137,2.431362831,-644.3960667,1.799968854,25.17538481,0.064214733,18.71875346,0.232477386,-180029.2461,15.18077788,0.342781572,0.014708474,8.651747742,0.021246847,4.088531747,0.059485369,0.923780533,0.003257432
HE0058-3449,-161.8007621,1.683649385,289.2397524,0.485965044,161.3949909,1.830418199,-34.23964794,0.119292694,115.2339777,1.054734999,1177.580817,24.47646429,2303.429115,3.862423155,-1174.627628,6.979091063,-83.34575753,1.732842939,368.5271212,0.739002376,-112612.1454,428.9924813,6.563332534,0.072436871,30.28137753,0.282473981,14.52172057,0.143583097,0.643723822,0.003240201
HE0131-3953,-123.0609201,1.31113538,-20.47619872,0.759804157,122.9182577,1.617465677,122.869067,0.065724224,-2.706303156,0.868296081,709.1400798,4.780703246,-166.4201171,6.174438654,-708.3179858,3.088571957,-34.13608841,0.253229081,43.91932283,0.633156245,-173683.7415,156.1776497,0.360098459,0.021198478,9.730490522,0.035168083,4.412791443,0.062757774,0.928626875,0.004193756
HE0134-2504,-22.67077991,1.535418033,-74.28400339,0.276114927,22.66086672,1.751613856,-20.34855083,0.045402163,8.593839955,1.032232635,401.069006,1.756469797,-649.6924405,2.408167805,-400.8936316,1.873464199,-11.85932739,0.052192788,138.8081584,0.104460632,-169617.3184,21.89098487,1.826829803,0.009905489,9.545129194,0.007700155,3.680939009,0.006034569,0.678713771,0.001637542
HE0143-0441,28.45150548,1.817633096,-97.88163172,0.525544678,-28.42119416,1.904606153,13.44670148,0.083942173,-143.3291381,1.312790857,157.9055224,5.216532759,-883.297953,4.514961318,-157.7372949,3.226584585,7.286938336,0.241405482,531.022918,11.55486177,-159702.6049,174.8067364,4.370843816,0.066565765,9.98579915,0.025753555,7.326525025,0.06455658,0.391130953,0.006864696
HE0207-1423,152.0798085,1.443047273,47.68350492,0.203926039,-152.0785056,1.698836395,-80.73309698,0.005978851,304.5338242,1.191245747,763.6263203,22.52954058,457.0369492,1.978059455,-763.6197783,6.71254863,-3.160902777,0.093266293,2992.003385,15.23675847,-110109.7614,482.3012957,10.07307478,0.009479347,29.91654018,0.38504882,29.62814642,0.38938971,0.496167794,0.005023421
HE0231-4016,296.1595976,2.25574792,-72.55694212,0.465007288,-294.0533935,2.108958495,87.60915872,0.287360022,-53.37628856,0.875858024,1642.642371,26.36362644,-619.2101566,3.914438095,-1630.960359,7.210033901,-195.5554658,3.189419383,85.37421717,1.689656887,-129159.0184,666.8991552,1.30651781,0.233682196,22.98619801,0.321441434,5.297453794,0.143724716,0.892582484,0.016597163
HE0243-3044,18.30969647,4.188470095,-54.494447,0.960117234,-18.05025563,2.853283964,16.21155893,0.702630819,42.91057115,1.644794563,509.0689236,10.15889357,-531.8082198,9.231071331,-501.8556271,4.443789684,-85.39353857,1.716079804,257.0256855,12.18802479,-163125.8496,183.7952641,1.66424932,0.059337877,10.92029034,0.020308723,5.997497725,0.111885389,0.735553649,0.00792856
HE0336+0113,163.177374,0.831226021,104.0529619,0.184507922,-163.1748751,1.289341352,-60.5870889,0.004618704,138.7935491,0.684950099,387.0308638,4.137778231,908.8801748,1.641376042,-387.0249366,2.876682637,-2.141949973,0.02292063,476.7965529,4.886735414,-151038.0941,95.33803655,3.641782537,0.050040248,13.05907344,0.036671298,9.160530548,0.028016269,0.563890765,0.004915379
HE0338-3945,43.91511239,0.819791546,-68.82128444,0.580585698,-43.72395102,1.274888747,12.71550634,0.077278326,-72.67840271,0.853700928,399.3912796,2.406492097,-588.7537633,4.923091633,-397.6527394,2.184323951,-37.22474783,0.247741841,107.7891219,2.473104443,-173447.6599,40.23396967,1.6124575,0.02434431,8.945799303,0.011515609,3.355707121,0.039582565,0.694566706,0.004046909
